Evaluation1,Evaluation2,Assessement1,Evaluation3,FinalAssessement
6.69,7.69,8.01,8.69,8.14
0.42,1.42,3.31,2.42,5.01
7.36,8.36,8.52,9.36,8.48
8.53,9.53,9.39,10,9.06
5.58,6.58,7.19,7.58,7.59
5.39,6.39,7.04,7.39,7.49
3.35,4.35,5.51,5.35,6.47
6.72,7.72,8.04,8.72,8.16
3.99,4.99,5.99,5.99,6.79
3.62,4.62,5.71,5.62,6.61
6.93,7.93,8.2,8.93,8.27
4.53,5.53,6.39,6.53,7.06
6.39,7.39,7.79,8.39,8
8.55,9.55,9.41,10,9.07
5.36,6.36,7.02,7.36,7.48
3.44,4.44,5.58,5.44,6.52
9.29,10,9.97,10,9.45
4.84,5.84,6.63,6.84,7.22
6.92,7.92,8.19,8.92,8.26
7.99,8.99,8.99,9.99,8.8
7.32,8.32,8.49,9.32,8.46
4.16,5.16,6.12,6.16,6.88
7.3,8.3,8.48,9.3,8.45
7.53,8.53,8.65,9.53,8.57
3.92,4.92,5.94,5.92,6.76
5.48,6.48,7.11,7.48,7.54
6.75,7.75,8.06,8.75,8.18
4.46,5.46,6.34,6.46,7.03
7.39,8.39,8.54,9.39,8.49
5.83,6.83,7.37,7.83,7.72
6.66,7.66,7.99,8.66,8.13
8.09,9.09,9.07,10,8.84
7.04,8.04,8.28,9.04,8.32
5.99,6.99,7.49,7.99,7.8
6.62,7.62,7.96,8.62,8.11
3.6,4.6,5.7,5.6,6.6
7.76,8.76,8.82,9.76,8.68
5.73,6.73,7.3,7.73,7.67
7,8,8.25,9,8.3
6.27,7.27,7.7,8.27,7.93
6.89,7.89,8.17,8.89,8.24
4.6,5.6,6.45,6.6,7.1
5.9,6.9,7.42,7.9,7.75
7.23,8.23,8.42,9.23,8.42
5.11,6.11,6.83,7.11,7.35
2.75,3.75,5.06,4.75,6.18
5.41,6.41,7.05,7.41,7.5
6.98,7.98,8.23,8.98,8.29
5.08,6.08,6.81,7.08,7.34
4.14,5.14,6.11,6.14,6.87
1.91,2.91,4.43,3.91,5.75
4.59,5.59,6.44,6.59,7.09
5.86,6.86,7.4,7.86,7.73
9.15,10,9.86,10,9.37
8.75,9.75,9.56,10,9.18
6.02,7.02,7.51,8.02,7.81
7.17,8.17,8.38,9.17,8.39
7.57,8.57,8.67,9.57,8.58
4.98,5.98,6.74,6.98,7.29
3.64,4.64,5.73,5.64,6.62
2.34,3.34,4.76,4.34,5.97
6.41,7.41,7.8,8.41,8
6.33,7.33,7.75,8.33,7.96
7.14,8.14,8.36,9.14,8.37
6.23,7.23,7.67,8.23,7.91
8.61,9.61,9.46,10,9.1
7.07,8.07,8.3,9.07,8.34
4.28,5.28,6.21,6.28,6.94
8.02,9.02,9.02,10,8.81
6.88,7.88,8.16,8.88,8.24
8.04,9.04,9.03,10,8.82
6.02,7.02,7.52,8.02,7.81
6.84,7.84,8.13,8.84,8.22
5.66,6.66,7.25,7.66,7.63
2.89,3.89,5.17,4.89,6.25
4.59,5.59,6.44,6.59,7.09
9.8,10,10,10,9.7
5.83,6.83,7.37,7.83,7.72
6.2,7.2,7.65,8.2,7.9
4.58,5.58,6.43,6.58,7.09
2.14,3.14,4.6,4.14,5.87
6.54,7.54,7.91,8.54,8.07
3.8,4.8,5.85,5.8,6.7
5.72,6.72,7.29,7.72,7.66
3.03,4.03,5.28,5.03,6.32
5.45,6.45,7.09,7.45,7.53
4.2,5.2,6.15,6.2,6.9
1.88,2.88,4.41,3.88,5.74
6.87,7.87,8.15,8.87,8.23
6.91,7.91,8.18,8.91,8.26
6.75,7.75,8.06,8.75,8.17
9.18,10,9.89,10,9.39
6.34,7.34,7.76,8.34,7.97
4.16,5.16,6.12,6.16,6.88
6.25,7.25,7.69,8.25,7.93
10,10,10,10,10
4.95,5.95,6.71,6.95,7.28
7.21,8.21,8.4,9.21,8.4
2.94,3.94,5.2,4.94,6.27
3.65,4.65,5.74,5.65,6.62
8.26,9.26,9.2,10,8.93
5.73,6.73,7.3,7.73,7.67
3.85,4.85,5.89,5.85,6.73
5.56,6.56,7.17,7.56,7.58
5.44,6.44,7.08,7.44,7.52
5.2,6.2,6.9,7.2,7.4
6.67,7.67,8,8.67,8.14
3.11,4.11,5.33,5.11,6.36
10,10,10,10,10
6.21,7.21,7.66,8.21,7.91
5.36,6.36,7.02,7.36,7.48
5.67,6.67,7.25,7.67,7.63
8.74,9.74,9.55,10,9.17
5.26,6.26,6.94,7.26,7.43
3.69,4.69,5.76,5.69,6.64
6.16,7.16,7.62,8.16,7.88
6.26,7.26,7.69,8.26,7.93
4.68,5.68,6.51,6.68,7.14
6.21,7.21,7.66,8.21,7.9
8.12,9.12,9.09,10,8.86
6.14,7.14,7.6,8.14,7.87
5.52,6.52,7.14,7.52,7.56
7.58,8.58,8.68,9.58,8.59
5.21,6.21,6.91,7.21,7.41
4.45,5.45,6.34,6.45,7.02
2.85,3.85,5.14,4.85,6.23
3.98,4.98,5.99,5.98,6.79
7.85,8.85,8.89,9.85,8.72
4.68,5.68,6.51,6.68,7.14
7.31,8.31,8.48,9.31,8.45
6.28,7.28,7.71,8.28,7.94
5.83,6.83,7.37,7.83,7.71
4.21,5.21,6.16,6.21,6.9
10,10,10,10,9.83
4,5,6,6,6.8
6.22,7.22,7.67,8.22,7.91
3.83,4.83,5.87,5.83,6.72
6.57,7.57,7.93,8.57,8.09
5.91,6.91,7.43,7.91,7.76
6.71,7.71,8.03,8.71,8.15
6.47,7.47,7.85,8.47,8.04
2.1,3.1,4.58,4.1,5.85
6.02,7.02,7.52,8.02,7.81
6.8,7.8,8.1,8.8,8.2
5.57,6.57,7.18,7.57,7.58
2.92,3.92,5.19,4.92,6.26
5.41,6.41,7.06,7.41,7.5
5.28,6.28,6.96,7.28,7.44
6.88,7.88,8.16,8.88,8.24
7.82,8.82,8.87,9.82,8.71
10,10,10,10,10
4.62,5.62,6.47,6.62,7.11
8.65,9.65,9.49,10,9.13
6.54,7.54,7.9,8.54,8.07
3.19,4.19,5.39,5.19,6.4
7.03,8.03,8.28,9.03,8.32
1.27,2.27,3.95,3.27,5.44
1.54,2.54,4.15,3.54,5.57
5.24,6.24,6.93,7.24,7.42
7.03,8.03,8.27,9.03,8.32
5.55,6.55,7.16,7.55,7.58
7.6,8.6,8.7,9.6,8.6
10,10,10,10,9.97
8.64,9.64,9.48,10,9.12
7.79,8.79,8.84,9.79,8.69
6.19,7.19,7.64,8.19,7.89
5.66,6.66,7.24,7.66,7.63
4.44,5.44,6.33,6.44,7.02
1.34,2.34,4,3.34,5.47
8.18,9.18,9.14,10,8.89
4.18,5.18,6.14,6.18,6.89
5.69,6.69,7.27,7.69,7.65
7.96,8.96,8.97,9.96,8.78
7.48,8.48,8.61,9.48,8.54
5.69,6.69,7.27,7.69,7.65
6.55,7.55,7.91,8.55,8.08
8.22,9.22,9.16,10,8.91
4.23,5.23,6.17,6.23,6.91
2.06,3.06,4.55,4.06,5.83
5.66,6.66,7.24,7.66,7.63
5.88,6.88,7.41,7.88,7.74
3.95,4.95,5.96,5.95,6.77
7.41,8.41,8.56,9.41,8.5
5.34,6.34,7,7.34,7.47
6.44,7.44,7.83,8.44,8.02
2.03,3.03,4.53,4.03,5.82
4.41,5.41,6.31,6.41,7.01
4.53,5.53,6.4,6.53,7.06
6.22,7.22,7.66,8.22,7.91
7.97,8.97,8.98,9.97,8.79
4.57,5.57,6.42,6.57,7.08
4.35,5.35,6.26,6.35,6.98
4.84,5.84,6.63,6.84,7.22
4.41,5.41,6.31,6.41,7.01
4.46,5.46,6.34,6.46,7.03
5.52,6.52,7.14,7.52,7.56
7.68,8.68,8.76,9.68,8.64
7.32,8.32,8.49,9.32,8.46
1.81,2.81,4.36,3.81,5.71
6.37,7.37,7.78,8.37,7.99
5.96,6.96,7.47,7.96,7.78
4.44,5.44,6.33,6.44,7.02
7.91,8.91,8.93,9.91,8.75
8.22,9.22,9.16,10,8.91
7.74,8.74,8.81,9.74,8.67
5.26,6.26,6.94,7.26,7.43
8.88,9.88,9.66,10,9.24
3.75,4.75,5.81,5.75,6.67
5.66,6.66,7.24,7.66,7.63
5.84,6.84,7.38,7.84,7.72
7.5,8.5,8.62,9.5,8.55
5.26,6.26,6.94,7.26,7.43
4.85,5.85,6.63,6.85,7.22
4.26,5.26,6.19,6.26,6.93
4.22,5.22,6.17,6.22,6.91
5.76,6.76,7.32,7.76,7.68
6.76,7.76,8.07,8.76,8.18
6.82,7.82,8.11,8.82,8.21
6.3,7.3,7.72,8.3,7.95
7.27,8.27,8.45,9.27,8.43
9.22,10,9.92,10,9.41
7.03,8.03,8.27,9.03,8.32
2.33,3.33,4.75,4.33,5.96
4,5,6,6,6.8
6.49,7.49,7.87,8.49,8.04
5.2,6.2,6.9,7.2,7.4
8.31,9.31,9.23,10,8.96
2.36,3.36,4.77,4.36,5.98
6.65,7.65,7.98,8.65,8.12
10,10,10,10,10
5.39,6.39,7.04,7.39,7.5
6.39,7.39,7.79,8.39,7.99
5.88,6.88,7.41,7.88,7.74
3.9,4.9,5.93,5.9,6.75
4.95,5.95,6.71,6.95,7.28
4.36,5.36,6.27,6.36,6.98
6.25,7.25,7.69,8.25,7.93
7.11,8.11,8.34,9.11,8.36
6.35,7.35,7.76,8.35,7.97
6.76,7.76,8.07,8.76,8.18
4.77,5.77,6.58,6.77,7.19
7.3,8.3,8.48,9.3,8.45
6.27,7.27,7.7,8.27,7.93
5.88,6.88,7.41,7.88,7.74
6.26,7.26,7.69,8.26,7.93
4.2,5.2,6.15,6.2,6.9
3.78,4.78,5.84,5.78,6.69
4.3,5.3,6.22,6.3,6.95
6.73,7.73,8.05,8.73,8.17
5.11,6.11,6.83,7.11,7.35
5.99,6.99,7.49,7.99,7.8
5.91,6.91,7.43,7.91,7.75
8.54,9.54,9.41,10,9.07
6.07,7.07,7.55,8.07,7.84
7.78,8.78,8.84,9.78,8.69
4.6,5.6,6.45,6.6,7.1
5.89,6.89,7.42,7.89,7.74
6.52,7.52,7.89,8.52,8.06
7.84,8.84,8.88,9.84,8.72
6.91,7.91,8.18,8.91,8.25
5.36,6.36,7.02,7.36,7.48
6.77,7.77,8.08,8.77,8.18
2.42,3.42,4.81,4.42,6.01
10,10,10,10,10
5.21,6.21,6.91,7.21,7.4
5.8,6.8,7.35,7.8,7.7
5.93,6.93,7.45,7.93,7.77
6.2,7.2,7.65,8.2,7.9
6.18,7.18,7.63,8.18,7.89
4.1,5.1,6.07,6.1,6.85
6.4,7.4,7.8,8.4,8
6.37,7.37,7.78,8.37,7.99
5.95,6.95,7.46,7.95,7.77
9.79,10,10,10,9.69
2.7,3.7,5.02,4.7,6.15
9.6,10,10,10,9.6
5.1,6.1,6.82,7.1,7.35
5.17,6.17,6.88,7.17,7.39
6.68,7.68,8.01,8.68,8.14
7.01,8.01,8.25,9.01,8.3
7.32,8.32,8.49,9.32,8.46
6,7,7.5,8,7.8
7.28,8.28,8.46,9.28,8.44
4.23,5.23,6.17,6.23,6.92
8.66,9.66,9.5,10,9.13
3.86,4.86,5.89,5.86,6.73
4.74,5.74,6.56,6.74,7.17
4.41,5.41,6.31,6.41,7
10,10,10,10,10
6.9,7.9,8.18,8.9,8.25
5.01,6.01,6.75,7.01,7.3
3.67,4.67,5.75,5.67,6.64
3.83,4.83,5.87,5.83,6.72
5.82,6.82,7.37,7.82,7.71
9.4,10,10,10,9.5
7.39,8.39,8.54,9.39,8.49
4.84,5.84,6.63,6.84,7.22
3.21,4.21,5.41,5.21,6.41
4.06,5.06,6.05,6.06,6.83
3.87,4.87,5.9,5.87,6.73
4.69,5.69,6.52,6.69,7.14
5.91,6.91,7.43,7.91,7.76
6.37,7.37,7.77,8.37,7.98
6.14,7.14,7.61,8.14,7.87
3.38,4.38,5.53,5.38,6.49
5.77,6.77,7.33,7.77,7.69
4.89,5.89,6.67,6.89,7.25
8.46,9.46,9.34,10,9.03
6.23,7.23,7.68,8.23,7.92
9.74,10,10,10,9.67
3.41,4.41,5.56,5.41,6.51
3.89,4.89,5.92,5.89,6.75
3.87,4.87,5.9,5.87,6.73
7.3,8.3,8.47,9.3,8.45
5.85,6.85,7.39,7.85,7.73
8.76,9.76,9.57,10,9.18
5.85,6.85,7.39,7.85,7.72
6.53,7.53,7.9,8.53,8.06
5.16,6.16,6.87,7.16,7.38
6.93,7.93,8.19,8.93,8.26
6.13,7.13,7.6,8.13,7.86
6.23,7.23,7.67,8.23,7.91
7.21,8.21,8.41,9.21,8.41
3.21,4.21,5.41,5.21,6.41
3.07,4.07,5.3,5.07,6.34
3.3,4.3,5.47,5.3,6.45
1.81,2.81,4.35,3.81,5.7
7.06,8.06,8.29,9.06,8.33
8.8,9.8,9.6,10,9.2
4.65,5.65,6.49,6.65,7.13
7.07,8.07,8.3,9.07,8.33
7.29,8.29,8.47,9.29,8.45
2.99,3.99,5.25,4.99,6.3
1.6,2.6,4.2,3.6,5.6
7.95,8.95,8.96,9.95,8.78
5.42,6.42,7.07,7.42,7.51
7.42,8.42,8.57,9.42,8.51
7.93,8.93,8.95,9.93,8.77
4.63,5.63,6.47,6.63,7.12
3.81,4.81,5.86,5.81,6.71
8.26,9.26,9.2,10,8.93
3,4,5.25,5,6.3
5.72,6.72,7.29,7.72,7.66
6.94,7.94,8.2,8.94,8.27
6.61,7.61,7.96,8.61,8.11
5.06,6.06,6.79,7.06,7.33
6.58,7.58,7.94,8.58,8.09
5.59,6.59,7.19,7.59,7.59
5.8,6.8,7.35,7.8,7.7
2.19,3.19,4.64,4.19,5.9
5,6,6.75,7,7.3
3.75,4.75,5.81,5.75,6.67
6,7,7.5,8,7.8
7.38,8.38,8.54,9.38,8.49
6.23,7.23,7.67,8.23,7.91
4.57,5.57,6.43,6.57,7.08
6.81,7.81,8.11,8.81,8.21
2.75,3.75,5.06,4.75,6.18
7.96,8.96,8.97,9.96,8.78
7.65,8.65,8.74,9.65,8.63
8.75,9.75,9.56,10,9.18
10,10,10,10,10
5.39,6.39,7.04,7.39,7.5
3.28,4.28,5.46,5.28,6.44
8.38,9.38,9.29,10,8.99
4.69,5.69,6.52,6.69,7.14
6.09,7.09,7.57,8.09,7.84
5.73,6.73,7.3,7.73,7.67
3.79,4.79,5.85,5.79,6.7
5.88,6.88,7.41,7.88,7.74
4.47,5.47,6.36,6.47,7.04
8.14,9.14,9.1,10,8.87
7.57,8.57,8.68,9.57,8.58
10,10,10,10,10
6.68,7.68,8.01,8.68,8.14
7.6,8.6,8.7,9.6,8.6
5.64,6.64,7.23,7.64,7.62
6.62,7.62,7.96,8.62,8.11
8.02,9.02,9.02,10,8.81
8.73,9.73,9.55,10,9.17
7.63,8.63,8.72,9.63,8.61
4.23,5.23,6.18,6.23,6.92
2.93,3.93,5.2,4.93,6.27
10,10,10,10,10
1.65,2.65,4.24,3.65,5.63
4.98,5.98,6.73,6.98,7.29
7.62,8.62,8.71,9.62,8.61
4.87,5.87,6.65,6.87,7.23
2.89,3.89,5.17,4.89,6.25
4.28,5.28,6.21,6.28,6.94
7.4,8.4,8.55,9.4,8.5
2.91,3.91,5.19,4.91,6.26
4.26,5.26,6.19,6.26,6.93
3.63,4.63,5.72,5.63,6.62
9.42,10,10,10,9.51
1.77,2.77,4.33,3.77,5.69
7.38,8.38,8.54,9.38,8.49
5.98,6.98,7.48,7.98,7.79
2.37,3.37,4.78,4.37,5.99
3.7,4.7,5.78,5.7,6.65
8.28,9.28,9.21,10,8.94
6.7,7.7,8.03,8.7,8.15
5.8,6.8,7.35,7.8,7.7
6.37,7.37,7.78,8.37,7.99
8.6,9.6,9.45,10,9.1
7.47,8.47,8.61,9.47,8.54
2.35,3.35,4.76,4.35,5.97
7.4,8.4,8.55,9.4,8.5
7.1,8.1,8.33,9.1,8.35
10,10,10,10,9.84
5.52,6.52,7.14,7.52,7.56
7.02,8.02,8.26,9.02,8.31
7.88,8.88,8.91,9.88,8.74
6.36,7.36,7.77,8.36,7.98
7.99,8.99,8.99,9.99,8.8
5.1,6.1,6.83,7.1,7.35
8.24,9.24,9.18,10,8.92
7.72,8.72,8.79,9.72,8.66
4.26,5.26,6.2,6.26,6.93
7.1,8.1,8.33,9.1,8.35
9.27,10,9.95,10,9.44
5.28,6.28,6.96,7.28,7.44
8.49,9.49,9.37,10,9.05
5.52,6.52,7.14,7.52,7.56
6.88,7.88,8.16,8.88,8.24
7.21,8.21,8.4,9.21,8.4
6.56,7.56,7.92,8.56,8.08
10,10,10,10,9.86
4.57,5.57,6.43,6.57,7.09
6.6,7.6,7.95,8.6,8.1
6.44,7.44,7.83,8.44,8.02
9.25,10,9.93,10,9.42
9.65,10,10,10,9.63
5.36,6.36,7.02,7.36,7.48
6.42,7.42,7.82,8.42,8.01
8.59,9.59,9.44,10,9.09
6.13,7.13,7.6,8.13,7.86
9.25,10,9.94,10,9.43
6.16,7.16,7.62,8.16,7.88
6.93,7.93,8.2,8.93,8.26
5.13,6.13,6.85,7.13,7.37
5.2,6.2,6.9,7.2,7.4
5.22,6.22,6.92,7.22,7.41
5.16,6.16,6.87,7.16,7.38
5.57,6.57,7.18,7.57,7.58
5.37,6.37,7.03,7.37,7.49
5.25,6.25,6.93,7.25,7.42
6.48,7.48,7.86,8.48,8.04
9,10,9.75,10,9.3
5.77,6.77,7.33,7.77,7.69
7.73,8.73,8.8,9.73,8.67
6.87,7.87,8.15,8.87,8.24
8.67,9.67,9.5,10,9.14
5.86,6.86,7.39,7.86,7.73
6.57,7.57,7.92,8.57,8.08
6.95,7.95,8.21,8.95,8.27
2.29,3.29,4.72,4.29,5.95
8.86,9.86,9.64,10,9.23
6.34,7.34,7.76,8.34,7.97
4.76,5.76,6.57,6.76,7.18
5.29,6.29,6.96,7.29,7.44
8.47,9.47,9.35,10,9.04
5.91,6.91,7.43,7.91,7.75
5.28,6.28,6.96,7.28,7.44
5.6,6.6,7.2,7.6,7.6
6.14,7.14,7.61,8.14,7.87
3.96,4.96,5.97,5.96,6.78
4.94,5.94,6.71,6.94,7.27
4.39,5.39,6.3,6.39,7
9.22,10,9.92,10,9.41
8.02,9.02,9.02,10,8.81
1.16,2.16,3.87,3.16,5.38
2.67,3.67,5,4.67,6.13
7.74,8.74,8.81,9.74,8.67
7.9,8.9,8.92,9.9,8.75
5.48,6.48,7.11,7.48,7.54
5.19,6.19,6.89,7.19,7.39
9.27,10,9.95,10,9.43
5.71,6.71,7.28,7.71,7.65
6.61,7.61,7.96,8.61,8.11
6.14,7.14,7.61,8.14,7.87
7.69,8.69,8.76,9.69,8.64
3.46,4.46,5.6,5.46,6.53
7.2,8.2,8.4,9.2,8.4
5.85,6.85,7.39,7.85,7.73
4.91,5.91,6.68,6.91,7.26
6.17,7.17,7.63,8.17,7.88
6.3,7.3,7.73,8.3,7.95
7.27,8.27,8.45,9.27,8.44
8.07,9.07,9.05,10,8.83
7.17,8.17,8.38,9.17,8.39
6.99,7.99,8.24,8.99,8.29
6.12,7.12,7.59,8.12,7.86
5.73,6.73,7.3,7.73,7.66
4.58,5.58,6.43,6.58,7.09
8.03,9.03,9.02,10,8.82
7.57,8.57,8.68,9.57,8.59
3.93,4.93,5.94,5.93,6.76
6.9,7.9,8.18,8.9,8.25
6.7,7.7,8.02,8.7,8.15
8.51,9.51,9.38,10,9.05
2.5,3.5,4.88,4.5,6.05
4.94,5.94,6.71,6.94,7.27
5.77,6.77,7.33,7.77,7.69
6.03,7.03,7.52,8.03,7.81
7.1,8.1,8.33,9.1,8.35
6.93,7.93,8.2,8.93,8.26
7.53,8.53,8.65,9.53,8.56
6.21,7.21,7.66,8.21,7.91
5.03,6.03,6.77,7.03,7.31
8.39,9.39,9.29,10,8.99
4.72,5.72,6.54,6.72,7.16
5.43,6.43,7.07,7.43,7.51
3.49,4.49,5.62,5.49,6.55
8.52,9.52,9.39,10,9.06
6.63,7.63,7.97,8.63,8.11
7.35,8.35,8.51,9.35,8.48
4.73,5.73,6.55,6.73,7.16
3.34,4.34,5.51,5.34,6.47
8.49,9.49,9.37,10,9.04
7.97,8.97,8.98,9.97,8.78
5.34,6.34,7,7.34,7.47
6.7,7.7,8.03,8.7,8.15
7.3,8.3,8.48,9.3,8.45
6.85,7.85,8.14,8.85,8.22
7.4,8.4,8.55,9.4,8.5
8.21,9.21,9.16,10,8.91
8.35,9.35,9.26,10,8.98
5.14,6.14,6.86,7.14,7.37
7.72,8.72,8.79,9.72,8.66
5.12,6.12,6.84,7.12,7.36
3.59,4.59,5.69,5.59,6.59
7.9,8.9,8.93,9.9,8.75
5.51,6.51,7.13,7.51,7.56
7.89,8.89,8.92,9.89,8.74
6.02,7.02,7.51,8.02,7.81
8.15,9.15,9.11,10,8.88
3.83,4.83,5.87,5.83,6.71
9.59,10,10,10,9.59
5.21,6.21,6.9,7.21,7.4
4.52,5.52,6.39,6.52,7.06
3.77,4.77,5.83,5.77,6.69
7.94,8.94,8.96,9.94,8.77
4.63,5.63,6.47,6.63,7.12
6.03,7.03,7.52,8.03,7.82
8.02,9.02,9.01,10,8.81
10,10,10,10,9.96
5.87,6.87,7.4,7.87,7.73
6.45,7.45,7.84,8.45,8.03
5.83,6.83,7.37,7.83,7.71
4.22,5.22,6.17,6.22,6.91
2.79,3.79,5.09,4.79,6.19
5.96,6.96,7.47,7.96,7.78
5.05,6.05,6.79,7.05,7.32
3.31,4.31,5.49,5.31,6.46
6.74,7.74,8.05,8.74,8.17
6.29,7.29,7.72,8.29,7.95
5.65,6.65,7.24,7.65,7.62
5.94,6.94,7.46,7.94,7.77
6.8,7.8,8.1,8.8,8.2
8.69,9.69,9.52,10,9.15
3.24,4.24,5.43,5.24,6.42
8.34,9.34,9.26,10,8.97
3.15,4.15,5.36,5.15,6.37
6.71,7.71,8.03,8.71,8.15
4.67,5.67,6.5,6.67,7.14
4.08,5.08,6.06,6.08,6.84
4.43,5.43,6.32,6.43,7.02
3.18,4.18,5.38,5.18,6.39
5.04,6.04,6.78,7.04,7.32
4.48,5.48,6.36,6.48,7.04
3.89,4.89,5.92,5.89,6.75
4.31,5.31,6.23,6.31,6.96
6.44,7.44,7.83,8.44,8.02
10,10,10,10,9.96
6.91,7.91,8.18,8.91,8.26
6.51,7.51,7.89,8.51,8.06
8.08,9.08,9.06,10,8.84
4.54,5.54,6.41,6.54,7.07
7.56,8.56,8.67,9.56,8.58
7.09,8.09,8.32,9.09,8.35
7.63,8.63,8.73,9.63,8.62
6.81,7.81,8.11,8.81,8.21
5.23,6.23,6.93,7.23,7.42
5.32,6.32,6.99,7.32,7.46
4.56,5.56,6.42,6.56,7.08
4.43,5.43,6.32,6.43,7.01
6.96,7.96,8.22,8.96,8.28
8.5,9.5,9.37,10,9.05
4.5,5.5,6.38,6.5,7.05
7,8,8.25,9,8.3
5.2,6.2,6.9,7.2,7.4
6.89,7.89,8.17,8.89,8.24
4.34,5.34,6.25,6.34,6.97
4.09,5.09,6.07,6.09,6.84
5.75,6.75,7.31,7.75,7.68
5.72,6.72,7.29,7.72,7.66
5.81,6.81,7.36,7.81,7.71
8.07,9.07,9.05,10,8.83
6.6,7.6,7.95,8.6,8.1
7.92,8.92,8.94,9.92,8.76
5.67,6.67,7.25,7.67,7.63
4.27,5.27,6.2,6.27,6.94
6.11,7.11,7.59,8.11,7.86
5.95,6.95,7.46,7.95,7.78
5.66,6.66,7.25,7.66,7.63
7.67,8.67,8.75,9.67,8.63
3.1,4.1,5.32,5.1,6.35
8.19,9.19,9.14,10,8.9
2.12,3.12,4.59,4.12,5.86
3.5,4.5,5.63,5.5,6.55
10,10,10,10,9.83
4.8,5.8,6.6,6.8,7.2
5.63,6.63,7.22,7.63,7.61
2.81,3.81,5.11,4.81,6.2
9.71,10,10,10,9.65
7.23,8.23,8.42,9.23,8.42
8.11,9.11,9.08,10,8.86
6.76,7.76,8.07,8.76,8.18
8.08,9.08,9.06,10,8.84
7.83,8.83,8.87,9.83,8.72
7.83,8.83,8.87,9.83,8.72
5.06,6.06,6.79,7.06,7.33
4.84,5.84,6.63,6.84,7.22
7.54,8.54,8.65,9.54,8.57
6.15,7.15,7.61,8.15,7.87
2.64,3.64,4.98,4.64,6.12
4.02,5.02,6.01,6.02,6.81
4.32,5.32,6.24,6.32,6.96
4.6,5.6,6.45,6.6,7.1
5.81,6.81,7.36,7.81,7.7
4.09,5.09,6.07,6.09,6.85
5.66,6.66,7.24,7.66,7.63
5.42,6.42,7.07,7.42,7.51
9.23,10,9.92,10,9.41
6.42,7.42,7.81,8.42,8.01
4.73,5.73,6.55,6.73,7.16
4.38,5.38,6.28,6.38,6.99
6.02,7.02,7.52,8.02,7.81
6.57,7.57,7.92,8.57,8.08
6.8,7.8,8.1,8.8,8.2
5.87,6.87,7.4,7.87,7.73
7.64,8.64,8.73,9.64,8.62
4.67,5.67,6.51,6.67,7.14
7.4,8.4,8.55,9.4,8.5
6.95,7.95,8.21,8.95,8.27
2.35,3.35,4.76,4.35,5.97
4.05,5.05,6.04,6.05,6.83
4.58,5.58,6.44,6.58,7.09
5.55,6.55,7.16,7.55,7.57
4.68,5.68,6.51,6.68,7.14
4.03,5.03,6.02,6.03,6.81
4.48,5.48,6.36,6.48,7.04
5.18,6.18,6.89,7.18,7.39
8.44,9.44,9.33,10,9.02
2.94,3.94,5.21,4.94,6.27
10,10,10,10,10
7.79,8.79,8.84,9.79,8.69
5.08,6.08,6.81,7.08,7.34
6.47,7.47,7.85,8.47,8.04
7.04,8.04,8.28,9.04,8.32
5.37,6.37,7.03,7.37,7.49
4.21,5.21,6.16,6.21,6.9
6.34,7.34,7.76,8.34,7.97
6.93,7.93,8.2,8.93,8.27
7,8,8.25,9,8.3
4.76,5.76,6.57,6.76,7.18
6.04,7.04,7.53,8.04,7.82
7.47,8.47,8.6,9.47,8.53
4.35,5.35,6.27,6.35,6.98
4.94,5.94,6.71,6.94,7.27
5.35,6.35,7.01,7.35,7.48
6.26,7.26,7.69,8.26,7.93
7.67,8.67,8.75,9.67,8.64
10,10,10,10,9.85
4.61,5.61,6.46,6.61,7.11
8.31,9.31,9.23,10,8.96
6.58,7.58,7.94,8.58,8.09
5.51,6.51,7.13,7.51,7.55
9.42,10,10,10,9.51
6.92,7.92,8.19,8.92,8.26
8.46,9.46,9.35,10,9.03
4.59,5.59,6.44,6.59,7.1
5.8,6.8,7.35,7.8,7.7
3.44,4.44,5.58,5.44,6.52
7.74,8.74,8.81,9.74,8.67
7.52,8.52,8.64,9.52,8.56
1.62,2.62,4.21,3.62,5.61
7.63,8.63,8.72,9.63,8.62
2.58,3.58,4.94,4.58,6.09
3.2,4.2,5.4,5.2,6.4
3.17,4.17,5.38,5.17,6.38
6.18,7.18,7.63,8.18,7.89
2.94,3.94,5.2,4.94,6.27
7.56,8.56,8.67,9.56,8.58
6.41,7.41,7.8,8.41,8
2,3,4.5,4,5.8
5.87,6.87,7.4,7.87,7.73
6.01,7.01,7.51,8.01,7.8
8.06,9.06,9.04,10,8.83
1.71,2.71,4.28,3.71,5.65
5.15,6.15,6.86,7.15,7.37
7.53,8.53,8.65,9.53,8.57
7.75,8.75,8.81,9.75,8.68
7.42,8.42,8.56,9.42,8.51
7.17,8.17,8.38,9.17,8.38
7.31,8.31,8.48,9.31,8.45
9.03,10,9.77,10,9.31
1.21,2.21,3.91,3.21,5.41
3.11,4.11,5.33,5.11,6.36
5.58,6.58,7.18,7.58,7.59
2.37,3.37,4.78,4.37,5.98
7.44,8.44,8.58,9.44,8.52
6.64,7.64,7.98,8.64,8.12
2.31,3.31,4.74,4.31,5.96
6.18,7.18,7.63,8.18,7.89
5.52,6.52,7.14,7.52,7.56
5.69,6.69,7.27,7.69,7.64
6.02,7.02,7.51,8.02,7.81
7.81,8.81,8.86,9.81,8.71
9.42,10,10,10,9.51
6.97,7.97,8.23,8.97,8.28
